Word,Nmorph_ELP,LLM_Predicted_Estimate,Signed_Discrepancy_GPT_minus_NMorph,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation
LEADSMAN,3,2,-1,1,0.5,1,0
leafier,3,2,-1,1,0.5,1,0
leafiest,3,3,0,0,1,0,0
leaflets,3,3,0,0,1,0,0
LEAGUERS,3,2,-1,1,0.5,1,0
leakages,3,3,0,0,1,0,0
leakier,3,2,-1,1,0.5,1,0
leakiest,3,3,0,0,1,0,0
leakily,3,2,-1,1,0.5,1,0
leakiness,3,3,0,0,1,0,0
leanings,3,3,0,0,1,0,0
learnedly,3,3,0,0,1,0,0
learners,3,3,0,0,1,0,0
leaseholder,3,3,0,0,1,0,0
leathernecks,3,3,0,0,1,0,0
leavenings,3,3,0,0,1,0,0
leavings,3,3,0,0,1,0,0
lecherous,3,2,-1,1,0.5,1,0
lechers,3,2,-1,1,0.5,1,0
lechery,3,2,-1,1,0.5,1,0
lectured,3,2,-1,1,0.5,1,0
lecturer,3,2,-1,1,0.5,1,0
lectures,3,2,-1,1,0.5,1,0
lectureship,3,3,0,0,1,0,0
lecturing,3,3,0,0,1,0,0
ledgers,3,2,-1,1,0.5,1,0
leeringly,3,3,0,0,1,0,0
lefthander,3,3,0,0,1,0,0
leftists,3,3,0,0,1,0,0
leftovers,3,3,0,0,1,0,0
leftwards,3,3,0,0,1,0,0
legacies,3,2,-1,1,0.5,1,0
legalization,3,3,0,0,1,0,0
legalized,3,3,0,0,1,0,0
legalizes,3,3,0,0,1,0,0
legalizing,3,3,0,0,1,0,0
legatee,3,2,-1,1,0.5,1,0
legates,3,2,-1,1,0.5,1,0
legation,3,2,-1,1,0.5,1,0
leggier,3,2,-1,1,0.5,1,0
leggiest,3,2,-1,1,0.5,1,0
legginess,3,3,0,0,1,0,0
leggings,3,3,0,0,1,0,0
leghorns,3,3,0,0,1,0,0
legionaries,3,3,0,0,1,0,0
legislatively,3,3,0,0,1,0,0
legislators,3,3,0,0,1,0,0
legislatures,3,3,0,0,1,0,0
legislature's,3,3,0,0,1,0,0
legitimately,3,3,0,0,1,0,0
legitimatize,3,3,0,0,1,0,0
legitimized,3,3,0,0,1,0,0
legitimizes,3,3,0,0,1,0,0
legitimizing,3,3,0,0,1,0,0
lenders,3,2,-1,1,0.5,1,0
lengthened,3,3,0,0,1,0,0
lengthening,3,3,0,0,1,0,0
lengthens,3,3,0,0,1,0,0
lengthier,3,2,-1,1,0.5,1,0
lengthiest,3,2,-1,1,0.5,1,0
lengthily,3,2,-1,1,0.5,1,0
lengthiness,3,3,0,0,1,0,0
leniency,3,2,-1,1,0.5,1,0
leniently,3,3,0,0,1,0,0
Leningrad's,3,3,0,0,1,0,0
Leninists,3,3,0,0,1,0,0
leopardesses,3,3,0,0,1,0,0
lessees,3,2,-1,1,0.5,1,0
lessened,3,3,0,0,1,0,0
lessening,3,3,0,0,1,0,0
lessens,3,3,0,0,1,0,0
lessors,3,2,-1,1,0.5,1,0
letdowns,3,3,0,0,1,0,0
lethargically,3,3,0,0,1,0,0
lethargies,3,2,-1,1,0.5,1,0
letterboxes,3,3,0,0,1,0,0
letterheads,3,3,0,0,1,0,0
lettings,3,2,-1,1,0.5,1,0
letups,3,2,-1,1,0.5,1,0
leucotomy,3,3,0,0,1,0,0
levellers,3,3,0,0,1,0,0
levitated,3,3,0,0,1,0,0
levitates,3,3,0,0,1,0,0
levitating,3,3,0,0,1,0,0
levitation,3,3,0,0,1,0,0
levities,3,2,-1,1,0.5,1,0
lexical,3,2,-1,1,0.5,1,0
lexicon,3,2,-1,1,0.5,1,0
liabilities,3,3,0,0,1,0,0
liars,3,2,-1,1,0.5,1,0
liar's,3,2,-1,1,0.5,1,0
libation,3,2,-1,1,0.5,1,0
libbers,3,2,-1,1,0.5,1,0
libellously,3,3,0,0,1,0,0
liberalism,3,3,0,0,1,0,0
liberality,3,3,0,0,1,0,0
liberalize,3,2,-1,1,0.5,1,0
liberally,3,3,0,0,1,0,0
liberals,3,3,0,0,1,0,0
liberated,3,3,0,0,1,0,0
liberates,3,3,0,0,1,0,0
liberating,3,3,0,0,1,0,0
liberation,3,3,0,0,1,0,0
liberator,3,3,0,0,1,0,0
Liberians,3,3,0,0,1,0,0
libertarians,3,3,0,0,1,0,0
liberties,3,3,0,0,1,0,0
libertines,3,3,0,0,1,0,0
libidinously,3,4,1,1,0.5,0,1
libidinousness,3,3,0,0,1,0,0
libidos,3,2,-1,1,0.5,1,0
librarians,3,3,0,0,1,0,0
librarian's,3,3,0,0,1,0,0
librarianship,3,3,0,0,1,0,0
librettist,3,3,0,0,1,0,0
libretto,3,2,-1,1,0.5,1,0
Libyans,3,3,0,0,1,0,0
licensees,3,3,0,0,1,0,0
licentiously,3,3,0,0,1,0,0
licentiousness,3,3,0,0,1,0,0
lichgates,3,2,-1,1,0.5,1,0
lifebelts,3,3,0,0,1,0,0
lifeboats,3,3,0,0,1,0,0
lifebuoys,3,3,0,0,1,0,0
lifeguards,3,3,0,0,1,0,0
lifelessly,3,3,0,0,1,0,0
lifelessness,3,3,0,0,1,0,0
lifelines,3,3,0,0,1,0,0
lifers,3,2,-1,1,0.5,1,0
lifetimes,3,3,0,0,1,0,0
liftboys,3,3,0,0,1,0,0
ligaments,3,3,0,0,1,0,0
LIGANDS,3,2,-1,1,0.5,1,0
ligated,3,2,-1,1,0.5,1,0
ligates,3,2,-1,1,0.5,1,0
ligating,3,2,-1,1,0.5,1,0
ligatures,3,3,0,0,1,0,0
lightbulbs,3,3,0,0,1,0,0
lightened,3,3,0,0,1,0,0
lightening,3,2,-1,1,0.5,1,0
lightens,3,3,0,0,1,0,0
lightered,3,3,0,0,1,0,0
lightering,3,3,0,0,1,0,0
lighters,3,3,0,0,1,0,0
lighthearted,3,3,0,0,1,0,0
lighthouses,3,3,0,0,1,0,0
lightships,3,3,0,0,1,0,0
lightweight,3,2,-1,1,0.5,1,0
LIGHTYEARS,3,3,0,0,1,0,0
likelier,3,3,0,0,1,0,0
likeliest,3,3,0,0,1,0,0
likelihood,3,2,-1,1,0.5,1,0
likened,3,3,0,0,1,0,0
likenesses,3,3,0,0,1,0,0
Lilliputians,3,3,0,0,1,0,0
limekilns,3,3,0,0,1,0,0
limeys,3,2,-1,1,0.5,1,0
limitations,3,3,0,0,1,0,0
limitlessly,3,3,0,0,1,0,0
limitlessness,3,3,0,0,1,0,0
linchpins,3,3,0,0,1,0,0
linearly,3,3,0,0,1,0,0
liners,3,2,-1,1,0.5,1,0
linertrain,3,2,-1,1,0.5,1,0
linesman,3,2,-1,1,0.5,1,0
lingerers,3,3,0,0,1,0,0
lingeringly,3,3,0,0,1,0,0
linguistic,3,3,0,0,1,0,0
linguistics,3,3,0,0,1,0,0
linguists,3,3,0,0,1,0,0
linings,3,3,0,0,1,0,0
linkages,3,3,0,0,1,0,0
linkups,3,3,0,0,1,0,0
linocuts,3,3,0,0,1,0,0
linotypes,3,3,0,0,1,0,0
lionesses,3,3,0,0,1,0,0
lionization,3,3,0,0,1,0,0
lionizes,3,3,0,0,1,0,0
lionizing,3,3,0,0,1,0,0
lipsticks,3,3,0,0,1,0,0
liquefaction,3,3,0,0,1,0,0
liquefied,3,3,0,0,1,0,0
liquefies,3,3,0,0,1,0,0
liquefying,3,3,0,0,1,0,0
liquidate,3,2,-1,1,0.5,1,0
liquidity,3,2,-1,1,0.5,1,0
liquidize,3,2,-1,1,0.5,1,0
liquids,3,2,-1,1,0.5,1,0
lispingly,3,3,0,0,1,0,0
listeners,3,3,0,0,1,0,0
listener's,3,3,0,0,1,0,0
listings,3,3,0,0,1,0,0
listlessly,3,3,0,0,1,0,0
listlessness,3,3,0,0,1,0,0
literalism,3,3,0,0,1,0,0
literally,3,2,-1,1,0.5,1,0
literalness,3,3,0,0,1,0,0
literals,3,2,-1,1,0.5,1,0
literateness,3,3,0,0,1,0,0
literatures,3,3,0,0,1,0,0
lithographed,3,3,0,0,1,0,0
lithographic,3,3,0,0,1,0,0
lithographing,3,3,0,0,1,0,0
lithographs,3,3,0,0,1,0,0
lithography,3,3,0,0,1,0,0
litigants,3,3,0,0,1,0,0
litigated,3,3,0,0,1,0,0
litigates,3,3,0,0,1,0,0
litigating,3,3,0,0,1,0,0
litigation,3,3,0,0,1,0,0
litigiousness,3,3,0,0,1,0,0
litterbags,3,3,0,0,1,0,0
litterbins,3,3,0,0,1,0,0
litterbugs,3,3,0,0,1,0,0
litterlouts,3,3,0,0,1,0,0
LITTLEPAGE'S,3,3,0,0,1,0,0
liturgical,3,3,0,0,1,0,0
liturgies,3,2,-1,1,0.5,1,0
livability,3,3,0,0,1,0,0
livelier,3,3,0,0,1,0,0
liveliest,3,3,0,0,1,0,0
livelihood,3,2,-1,1,0.5,1,0
liveliness,3,3,0,0,1,0,0
livings,3,3,0,0,1,0,0
loaders,3,3,0,0,1,0,0
loadings,3,3,0,0,1,0,0
loafers,3,3,0,0,1,0,0
loamier,3,2,-1,1,0.5,1,0
loanwords,3,3,0,0,1,0,0
loathsomely,3,3,0,0,1,0,0
loathsomeness,3,3,0,0,1,0,0
lobbyists,3,3,0,0,1,0,0
lobotomy,3,3,0,0,1,0,0
lobular,3,2,-1,1,0.5,1,0
lobules,3,2,-1,1,0.5,1,0
localisms,3,3,0,0,1,0,0
localities,3,3,0,0,1,0,0
localization,3,3,0,0,1,0,0
localized,3,3,0,0,1,0,0
localizes,3,3,0,0,1,0,0
localizing,3,3,0,0,1,0,0
locations,3,3,0,0,1,0,0
lockers,3,3,0,0,1,0,0
LOCKHEED'S,3,2,-1,1,0.5,1,0
locknuts,3,2,-1,1,0.5,1,0
lockouts,3,3,0,0,1,0,0
locksmiths,3,3,0,0,1,0,0
lockstitches,3,3,0,0,1,0,0
lockups,3,3,0,0,1,0,0
locomotion,3,3,0,0,1,0,0
locomotive,3,3,0,0,1,0,0
locutions,3,3,0,0,1,0,0
lodestars,3,3,0,0,1,0,0
lodestones,3,3,0,0,1,0,0
lodgers,3,3,0,0,1,0,0
lodgings,3,3,0,0,1,0,0
lodgments,3,3,0,0,1,0,0
loftier,3,2,-1,1,0.5,1,0
loftiest,3,3,0,0,1,0,0
loftily,3,2,-1,1,0.5,1,0
loftiness,3,3,0,0,1,0,0
loganberries,3,3,0,0,1,0,0
logarithmically,3,4,1,1,0.5,0,1
logbooks,3,2,-1,1,0.5,1,0
loggers,3,2,-1,1,0.5,1,0
logicality,3,3,0,0,1,0,0
logically,3,3,0,0,1,0,0
logicians,3,3,0,0,1,0,0
logjams,3,2,-1,1,0.5,1,0
loincloths,3,3,0,0,1,0,0
loiterers,3,3,0,0,1,0,0
Londoner,3,2,-1,1,0.5,1,0
London's,3,2,-1,1,0.5,1,0
lonelier,3,3,0,0,1,0,0
loneliest,3,3,0,0,1,0,0
loneliness,3,3,0,0,1,0,0
loners,3,2,-1,1,0.5,1,0
longboats,3,3,0,0,1,0,0
longbows,3,2,-1,1,0.5,1,0
Longfellow's,3,3,0,0,1,0,0
longhaired,3,3,0,0,1,0,0
longhops,3,2,-1,1,0.5,1,0
longhorns,3,3,0,0,1,0,0
longingly,3,3,0,0,1,0,0
longings,3,3,0,0,1,0,0
longitudes,3,3,0,0,1,0,0
longitudinal,3,3,0,0,1,0,0
longships,3,3,0,0,1,0,0
longshoremen,3,3,0,0,1,0,0
longstanding,3,3,0,0,1,0,0
longsuffering,3,3,0,0,1,0,0
longwearing,3,3,0,0,1,0,0
longwinded,3,3,0,0,1,0,0
lookers,3,3,0,0,1,0,0
lookouts,3,3,0,0,1,0,0
loonier,3,2,-1,1,0.5,1,0
loonies,3,2,-1,1,0.5,1,0
looniest,3,2,-1,1,0.5,1,0
loonybin,3,2,-1,1,0.5,1,0
loopholes,3,2,-1,1,0.5,1,0
loopier,3,2,-1,1,0.5,1,0
loopiest,3,3,0,0,1,0,0
looseboxes,3,3,0,0,1,0,0
loosened,3,3,0,0,1,0,0
loosening,3,3,0,0,1,0,0
loosens,3,3,0,0,1,0,0
looters,3,3,0,0,1,0,0
loppings,3,3,0,0,1,0,0
loquaciously,3,3,0,0,1,0,0
loquaciousness,3,3,0,0,1,0,0
lordlier,3,2,-1,1,0.5,1,0
lordliest,3,3,0,0,1,0,0
lordliness,3,3,0,0,1,0,0
lordships,3,3,0,0,1,0,0
losers,3,2,-1,1,0.5,1,0
loudhailer,3,3,0,0,1,0,0
loudmouthed,3,3,0,0,1,0,0
loudspeaker,3,3,0,0,1,0,0
loungers,3,2,-1,1,0.5,1,0
lousier,3,2,-1,1,0.5,1,0
lousiest,3,2,-1,1,0.5,1,0
lousiness,3,3,0,0,1,0,0
lovebirds,3,3,0,0,1,0,0
lovechildren,3,3,0,0,1,0,0
lovelier,3,3,0,0,1,0,0
lovelies,3,3,0,0,1,0,0
loveliest,3,3,0,0,1,0,0
loveliness,3,3,0,0,1,0,0
lovemaking,3,3,0,0,1,0,0
loverlike,3,2,-1,1,0.5,1,0
lovers,3,2,-1,1,0.5,1,0
lover's,3,2,-1,1,0.5,1,0
LOVEWAYS,3,2,-1,1,0.5,1,0
lovingly,3,3,0,0,1,0,0
lowered,3,2,-1,1,0.5,1,0
lowering,3,3,0,0,1,0,0
lowermost,3,2,-1,1,0.5,1,0
lowers,3,2,-1,1,0.5,1,0
lowlander,3,3,0,0,1,0,0
lowlands,3,3,0,0,1,0,0
lowlier,3,2,-1,1,0.5,1,0
lowliest,3,3,0,0,1,0,0
lowliness,3,3,0,0,1,0,0
loyalists,3,3,0,0,1,0,0
loyalties,3,3,0,0,1,0,0
lubricants,3,3,0,0,1,0,0
lubricated,3,3,0,0,1,0,0
lubricates,3,3,0,0,1,0,0
lubricating,3,3,0,0,1,0,0
lubrication,3,3,0,0,1,0,0
lubricator,3,3,0,0,1,0,0
lucidity,3,2,-1,1,0.5,1,0
lucidly,3,2,-1,1,0.5,1,0
luckier,3,2,-1,1,0.5,1,0
luckiest,3,2,-1,1,0.5,1,0
luckily,3,2,-1,1,0.5,1,0
luckiness,3,3,0,0,1,0,0
lucratively,3,3,0,0,1,0,0
Luddites,3,3,0,0,1,0,0
lukewarmly,3,3,0,0,1,0,0
lukewarmness,3,3,0,0,1,0,0
lumberjacks,3,3,0,0,1,0,0
lumberyards,3,3,0,0,1,0,0
luminaries,3,3,0,0,1,0,0
luminescence,3,3,0,0,1,0,0
luminescent,3,3,0,0,1,0,0
luminosity,3,3,0,0,1,0,0
luminously,3,3,0,0,1,0,0
lumpier,3,2,-1,1,0.5,1,0
lumpiest,3,3,0,0,1,0,0
lunacies,3,3,0,0,1,0,0
lunatics,3,3,0,0,1,0,0
lungpower,3,2,-1,1,0.5,1,0
lurchers,3,3,0,0,1,0,0
lustfully,3,3,0,0,1,0,0
lustfulness,3,3,0,0,1,0,0
lustier,3,2,-1,1,0.5,1,0
lustiest,3,2,-1,1,0.5,1,0
lustily,3,2,-1,1,0.5,1,0
lustiness,3,3,0,0,1,0,0
lustrously,3,3,0,0,1,0,0
Lutherans,3,3,0,0,1,0,0
luxuriantly,3,3,0,0,1,0,0
luxuriously,3,3,0,0,1,0,0
lychgates,3,2,-1,1,0.5,1,0
LYMPHOCYTES,3,3,0,0,1,0,0
lyrical,3,2,-1,1,0.5,1,0
lyricism,3,2,-1,1,0.5,1,0
lyricist,3,2,-1,1,0.5,1,0
lyrics,3,2,-1,1,0.5,1,0
macadamize,3,2,-1,1,0.5,1,0
Macedonians,3,3,0,0,1,0,0
machinated,3,3,0,0,1,0,0
machinates,3,3,0,0,1,0,0
machinating,3,3,0,0,1,0,0
machination,3,3,0,0,1,0,0
machineguns,3,3,0,0,1,0,0
machinists,3,3,0,0,1,0,0
mackintoshes,3,3,0,0,1,0,0
macrobiotic,3,3,0,0,1,0,0
macrocosms,3,3,0,0,1,0,0
macromolecular,3,4,1,1,0.5,0,1
MACROMOLECULES,3,3,0,0,1,0,0
macrophages,3,3,0,0,1,0,0
macroscopically,3,4,1,1,0.5,0,1
Madagascan,3,3,0,0,1,0,0
maddened,3,2,-1,1,0.5,1,0
maddening,3,3,0,0,1,0,0
maddens,3,2,-1,1,0.5,1,0
madhouses,3,3,0,0,1,0,0
Madison's,3,2,-1,1,0.5,1,0
mafias,3,2,-1,1,0.5,1,0
magically,3,2,-1,1,0.5,1,0
magicians,3,3,0,0,1,0,0
magician's,3,3,0,0,1,0,0
magistrates,3,3,0,0,1,0,0
magnanimity,3,3,0,0,1,0,0
magnanimous,3,3,0,0,1,0,0
magnetically,3,3,0,0,1,0,0
magnetisms,3,3,0,0,1,0,0
magnetization,3,3,0,0,1,0,0
magnetized,3,3,0,0,1,0,0
magnetizes,3,3,0,0,1,0,0
magnetizing,3,3,0,0,1,0,0
magnification,3,3,0,0,1,0,0
magnificently,3,3,0,0,1,0,0
magnified,3,3,0,0,1,0,0
magnifier,3,3,0,0,1,0,0
magnifies,3,3,0,0,1,0,0
magnifying,3,3,0,0,1,0,0
magnitudes,3,3,0,0,1,0,0
MAGWITCH'S,3,2,-1,1,0.5,1,0
mahoganies,3,3,0,0,1,0,0
maidenhair,3,2,-1,1,0.5,1,0
maidenhead,3,2,-1,1,0.5,1,0
maidenlike,3,2,-1,1,0.5,1,0
maidenly,3,3,0,0,1,0,0
maidens,3,3,0,0,1,0,0
maidservant,3,3,0,0,1,0,0
mailbags,3,3,0,0,1,0,0
mailboats,3,3,0,0,1,0,0
mailboxes,3,3,0,0,1,0,0
mailings,3,3,0,0,1,0,0
mainlined,3,3,0,0,1,0,0
mainlines,3,3,0,0,1,0,0
mainlining,3,3,0,0,1,0,0
mainsails,3,3,0,0,1,0,0
mainsprings,3,3,0,0,1,0,0
mainstays,3,3,0,0,1,0,0
maisonettes,3,3,0,0,1,0,0
maisonnettes,3,3,0,0,1,0,0
majestically,3,3,0,0,1,0,0
majesties,3,3,0,0,1,0,0
majesty's,3,2,-1,1,0.5,1,0
majorettes,3,3,0,0,1,0,0
majorities,3,3,0,0,1,0,0
makers,3,2,-1,1,0.5,1,0
makeshifts,3,3,0,0,1,0,0
makings,3,3,0,0,1,0,0
maladaptive,3,3,0,0,1,0,0
maladjusted,3,3,0,0,1,0,0
maladjustment,3,3,0,0,1,0,0
maladroitly,3,3,0,0,1,0,0
maladroitness,3,3,0,0,1,0,0
malapropisms,3,4,1,1,0.5,0,1
malarial,3,2,-1,1,0.5,1,0
Malayans,3,3,0,0,1,0,0
Malaysian,3,2,-1,1,0.5,1,0
malcontented,3,3,0,0,1,0,0
malcontents,3,3,0,0,1,0,0
malediction,3,3,0,0,1,0,0
malefactor,3,3,0,0,1,0,0
malevolence,3,3,0,0,1,0,0
malevolent,3,3,0,0,1,0,0
malformation,3,3,0,0,1,0,0
malformed,3,3,0,0,1,0,0
malfunction,3,2,-1,1,0.5,1,0
Malians,3,2,-1,1,0.5,1,0
maliciously,3,3,0,0,1,0,0
malignancies,3,4,1,1,0.5,0,1
malignantly,3,3,0,0,1,0,0
malignities,3,3,0,0,1,0,0
malingerers,3,3,0,0,1,0,0
malnourished,3,3,0,0,1,0,0
malnutrition,3,3,0,0,1,0,0
malodorous,3,3,0,0,1,0,0
MALPOSED,3,3,0,0,1,0,0
malpractice,3,2,-1,1,0.5,1,0
maltreated,3,3,0,0,1,0,0
maltreating,3,3,0,0,1,0,0
maltreatment,3,3,0,0,1,0,0
maltreats,3,3,0,0,1,0,0
manageability,3,3,0,0,1,0,0
managements,3,3,0,0,1,0,0
management's,3,3,0,0,1,0,0
manageress,3,3,0,0,1,0,0
managerial,3,3,0,0,1,0,0
managers,3,3,0,0,1,0,0
manager's,3,3,0,0,1,0,0
Manchester's,3,3,0,0,1,0,0
mandated,3,3,0,0,1,0,0
mandates,3,3,0,0,1,0,0
mandating,3,3,0,0,1,0,0
mandatory,3,2,-1,1,0.5,1,0
maneuverability,3,4,1,1,0.5,0,1
manfully,3,3,0,0,1,0,0
mangier,3,2,-1,1,0.5,1,0
mangiest,3,2,-1,1,0.5,1,0
mangily,3,2,-1,1,0.5,1,0
manhandled,3,3,0,0,1,0,0
manhandles,3,3,0,0,1,0,0
manhandling,3,3,0,0,1,0,0
manholes,3,2,-1,1,0.5,1,0
manhours,3,2,-1,1,0.5,1,0
manicured,3,3,0,0,1,0,0
manicures,3,3,0,0,1,0,0
manicuring,3,3,0,0,1,0,0
manicurist,3,3,0,0,1,0,0
manifestations,3,4,1,1,0.5,0,1
manifestos,3,3,0,0,1,0,0
manipulated,3,3,0,0,1,0,0
manipulates,3,3,0,0,1,0,0
manipulating,3,3,0,0,1,0,0
manipulation,3,3,0,0,1,0,0
manipulative,3,3,0,0,1,0,0
mankind's,3,3,0,0,1,0,0
manlier,3,2,-1,1,0.5,1,0
manliness,3,3,0,0,1,0,0
mannerisms,3,3,0,0,1,0,0
MANNINGHAM,3,3,0,0,1,0,0
mannishness,3,3,0,0,1,0,0
manoeuvrability,3,4,1,1,0.5,0,1
manoeuvrers,3,3,0,0,1,0,0
manservant,3,2,-1,1,0.5,1,0
mantelpieces,3,3,0,0,1,0,0
mantelshelves,3,3,0,0,1,0,0
mantraps,3,2,-1,1,0.5,1,0
manufacture,3,2,-1,1,0.5,1,0
manumissions,3,3,0,0,1,0,0
manuscripts,3,3,0,0,1,0,0
Maoists,3,3,0,0,1,0,0
mappings,3,3,0,0,1,0,0
marauders,3,3,0,0,1,0,0
marchers,3,3,0,0,1,0,0
marginally,3,3,0,0,1,0,0
marinaded,3,3,0,0,1,0,0
marinades,3,3,0,0,1,0,0
marinading,3,3,0,0,1,0,0
marinated,3,3,0,0,1,0,0
marinates,3,3,0,0,1,0,0
marinating,3,3,0,0,1,0,0
mariners,3,3,0,0,1,0,0
marionettes,3,3,0,0,1,0,0
markdowns,3,3,0,0,1,0,0
markedly,3,3,0,0,1,0,0
markers,3,2,-1,1,0.5,1,0
marketability,3,3,0,0,1,0,0
marketeers,3,3,0,0,1,0,0
marketers,3,3,0,0,1,0,0
marketplaces,3,3,0,0,1,0,0
markings,3,3,0,0,1,0,0
marksman,3,2,-1,1,0.5,1,0
marksmen,3,3,0,0,1,0,0
markswoman,3,2,-1,1,0.5,1,0
markups,3,2,-1,1,0.5,1,0
marriageable,3,2,-1,1,0.5,1,0
marriages,3,3,0,0,1,0,0
marrowbones,3,3,0,0,1,0,0
marrowfats,3,3,0,0,1,0,0
MARR'S,3,2,-1,1,0.5,1,0
marshier,3,2,-1,1,0.5,1,0
marshiest,3,3,0,0,1,0,0
MARSHLANDS,3,3,0,0,1,0,0
Martians,3,2,-1,1,0.5,1,0
Martinmases,3,3,0,0,1,0,0
martyrdoms,3,3,0,0,1,0,0
marvellously,3,3,0,0,1,0,0
marvelously,3,3,0,0,1,0,0
Marxists,3,3,0,0,1,0,0
MARYINSKY,3,3,0,0,1,0,0
masculinity,3,3,0,0,1,0,0
mashers,3,3,0,0,1,0,0
masochistic,3,3,0,0,1,0,0
masochists,3,3,0,0,1,0,0
masqueraded,3,3,0,0,1,0,0
masquerader,3,3,0,0,1,0,0
masquerades,3,3,0,0,1,0,0
masquerading,3,3,0,0,1,0,0
massier,3,2,-1,1,0.5,1,0
massively,3,2,-1,1,0.5,1,0
massiveness,3,3,0,0,1,0,0
masterfully,3,3,0,0,1,0,0
masterliness,3,3,0,0,1,0,0
masterminded,3,3,0,0,1,0,0
masterminding,3,3,0,0,1,0,0
masterminds,3,3,0,0,1,0,0
masterpieces,3,3,0,0,1,0,0
masterships,3,3,0,0,1,0,0
masterstrokes,3,3,0,0,1,0,0
masterworks,3,3,0,0,1,0,0
mastheads,3,3,0,0,1,0,0
masticated,3,3,0,0,1,0,0
masticates,3,3,0,0,1,0,0
masticating,3,3,0,0,1,0,0
mastication,3,3,0,0,1,0,0
matchboxes,3,3,0,0,1,0,0
matchlessly,3,3,0,0,1,0,0
matchlocks,3,3,0,0,1,0,0
matchmaker,3,2,-1,1,0.5,1,0
matchmaking,3,3,0,0,1,0,0
matchsticks,3,3,0,0,1,0,0
materialistic,3,3,0,0,1,0,0
materialists,3,3,0,0,1,0,0
materialization,3,3,0,0,1,0,0
materialized,3,3,0,0,1,0,0
materializes,3,3,0,0,1,0,0
materializing,3,3,0,0,1,0,0
maternally,3,3,0,0,1,0,0
mathematical,3,3,0,0,1,0,0
mathematician,3,3,0,0,1,0,0
MATHUES,3,2,-1,1,0.5,1,0
matinees,3,3,0,0,1,0,0
MATLOWSKY,3,2,-1,1,0.5,1,0
matriarchal,3,3,0,0,1,0,0
matriarchs,3,3,0,0,1,0,0
matriarchy,3,2,-1,1,0.5,1,0
matricides,3,3,0,0,1,0,0
matriculations,3,4,1,1,0.5,0,1
matrimonial,3,3,0,0,1,0,0
maturated,3,3,0,0,1,0,0
maturates,3,3,0,0,1,0,0
maturating,3,3,0,0,1,0,0
maturation,3,3,0,0,1,0,0
maturities,3,3,0,0,1,0,0
Mauritanians,3,3,0,0,1,0,0
maximally,3,2,-1,1,0.5,1,0
maximization,3,3,0,0,1,0,0
maximized,3,3,0,0,1,0,0
maximizes,3,3,0,0,1,0,0
maximizing,3,3,0,0,1,0,0
maximums,3,2,-1,1,0.5,1,0
Maxwell's,3,3,0,0,1,0,0
Mayans,3,2,-1,1,0.5,1,0
maybugs,3,2,-1,1,0.5,1,0
maydays,3,2,-1,1,0.5,1,0
mayflies,3,3,0,0,1,0,0
mayoresses,3,3,0,0,1,0,0
maypoles,3,2,-1,1,0.5,1,0
McCarthyism,3,3,0,0,1,0,0
mealier,3,2,-1,1,0.5,1,0
mealiest,3,2,-1,1,0.5,1,0
mealtimes,3,3,0,0,1,0,0
mealybug,3,2,-1,1,0.5,1,0
meanderingly,3,3,0,0,1,0,0
meanderings,3,3,0,0,1,0,0
meanies,3,2,-1,1,0.5,1,0
meaningful,3,3,0,0,1,0,0
meaningless,3,3,0,0,1,0,0
meaningly,3,3,0,0,1,0,0
meanings,3,3,0,0,1,0,0
MEANS'S,3,2,-1,1,0.5,1,0
measurably,3,3,0,0,1,0,0
measurements,3,3,0,0,1,0,0
meatballs,3,3,0,0,1,0,0
meatier,3,2,-1,1,0.5,1,0
meatiest,3,2,-1,1,0.5,1,0
meatiness,3,3,0,0,1,0,0
mechanical,3,2,-1,1,0.5,1,0
mechanics,3,3,0,0,1,0,0
mechanic's,3,2,-1,1,0.5,1,0
mechanisms,3,3,0,0,1,0,0
mechanistic,3,3,0,0,1,0,0
mechanization,3,3,0,0,1,0,0
mechanized,3,3,0,0,1,0,0
mechanizes,3,3,0,0,1,0,0
mechanizing,3,3,0,0,1,0,0
medallions,3,3,0,0,1,0,0
medallists,3,3,0,0,1,0,0
meddlers,3,3,0,0,1,0,0
medially,3,2,-1,1,0.5,1,0
medians,3,2,-1,1,0.5,1,0
mediated,3,3,0,0,1,0,0
mediates,3,3,0,0,1,0,0
mediating,3,3,0,0,1,0,0
mediation,3,3,0,0,1,0,0
mediator,3,2,-1,1,0.5,1,0
medically,3,3,0,0,1,0,0
medicals,3,3,0,0,1,0,0
medicaments,3,3,0,0,1,0,0
medicated,3,3,0,0,1,0,0
medicates,3,3,0,0,1,0,0
medicating,3,3,0,0,1,0,0
medication,3,3,0,0,1,0,0
medicinally,3,3,0,0,1,0,0
MEDICO'S,3,2,-1,1,0.5,1,0
mediocrities,3,3,0,0,1,0,0
meditations,3,3,0,0,1,0,0
meditatively,3,3,0,0,1,0,0
MEDIUMISTIC,3,3,0,0,1,0,0
mediums,3,2,-1,1,0.5,1,0
medium's,3,2,-1,1,0.5,1,0
MEDIUMSHIP,3,2,-1,1,0.5,1,0
meetinghouse,3,2,-1,1,0.5,1,0
meetings,3,3,0,0,1,0,0
megadeaths,3,3,0,0,1,0,0
megalithic,3,3,0,0,1,0,0
megaliths,3,3,0,0,1,0,0
